MOBILITY;YEAR;GENDER;score_mean;score_se;score
non-mobile;2008;male;17.5069934632554;0.425709789485397;degree
non-mobile;2009;male;17.817999909869;0.37806140278467;degree
non-mobile;2010;male;18.854790809786;0.403389771196877;degree
non-mobile;2011;male;19.9915872238193;0.419263225875225;degree
non-mobile;2012;male;22.0929766230929;0.54982817245652;degree
non-mobile;2013;male;22.4809070751563;0.515048874594521;degree
non-mobile;2014;male;23.7916606251574;0.56774942357083;degree
non-mobile;2015;male;25.5030451076099;0.674866878327014;degree
mobile;2000;female;5.46315525081145;0.146246937308282;degree
mobile;2001;female;7.2615204488117;0.179941963299224;degree
mobile;2002;female;9.32068721111113;0.220376456670694;degree
mobile;2003;female;12.1508191388198;0.42329874886935;degree
mobile;2004;female;15.1213201904432;0.510826142801175;degree
mobile;2005;female;16.7967125796596;0.55631763452539;degree
mobile;2006;female;19.2535856879311;0.800719643007507;degree
mobile;2007;female;21.3981468892481;0.909681798567371;degree
mobile;2008;female;25.1473952097638;1.3049978340748;degree
mobile;2009;female;26.8617882979524;1.30938291697643;degree
mobile;2010;female;29.8064034467485;1.62860264980564;degree
mobile;2011;female;32.1744184442596;1.61503038801147;degree
mobile;2012;female;35.4616934399351;1.8032514877635;degree
mobile;2013;female;36.0923421234697;1.79162279762855;degree
mobile;2014;female;39.1489018192824;1.87414928109893;degree
mobile;2015;female;42.0177124160474;2.06161729006608;degree
non-mobile;2000;female;5.17548724522973;0.120051816648962;degree
non-mobile;2001;female;6.52672164109932;0.131580717725664;degree
non-mobile;2002;female;8.0417340522442;0.143056933395378;degree
non-mobile;2003;female;9.84658509363933;0.181044955038053;degree
non-mobile;2004;female;11.8609954262656;0.230803020589884;degree
non-mobile;2005;female;12.46738760618;0.197486647294117;degree
non-mobile;2006;female;13.5367206618182;0.20912404372993;degree
non-mobile;2007;female;15.2767261385238;0.305599610294207;degree
non-mobile;2008;female;16.6440710089754;0.380595888195337;degree
non-mobile;2009;female;17.5034126343859;0.384002807384027;degree
non-mobile;2010;female;18.5672209830403;0.417588164661513;degree
non-mobile;2011;female;19.7515648781646;0.43311809621373;degree
non-mobile;2012;female;21.3594814232327;0.513042023281616;degree
non-mobile;2013;female;22.3596723305753;0.533733492139772;degree
non-mobile;2014;female;23.0947948298685;0.553003531843157;degree
non-mobile;2015;female;25.0574737614956;0.676641454182399;degree
mobile;2000;both;2.33843186986143e-06;1.58723319687656e-08;closeness
mobile;2001;both;2.31646980276314e-06;1.4108591905833e-08;closeness
mobile;2002;both;2.32061516311304e-06;1.27762654972659e-08;closeness
mobile;2003;both;2.2992230551271e-06;1.1175541389713e-08;closeness
mobile;2004;both;2.25789932624099e-06;1.02056138889634e-08;closeness
mobile;2005;both;2.14081478231527e-06;9.56517654571543e-09;closeness
mobile;2006;both;2.02319701538057e-06;8.2542284841383e-09;closeness
mobile;2007;both;1.90861101389242e-06;7.2278063647269e-09;closeness
mobile;2008;both;1.79007726885455e-06;6.33188790972935e-09;closeness
mobile;2009;both;1.67570507913752e-06;5.63836185948496e-09;closeness
mobile;2010;both;1.57827653839043e-06;5.02048990108955e-09;closeness
mobile;2011;both;1.48057148334252e-06;4.60698967231246e-09;closeness
mobile;2012;both;1.38621982027707e-06;4.32071056743612e-09;closeness
mobile;2013;both;1.28551787593974e-06;3.95214450883348e-09;closeness
mobile;2014;both;1.20644687758774e-06;3.75972408000505e-09;closeness
mobile;2015;both;1.12946888237271e-06;3.46400315108574e-09;closeness
non-mobile;2000;both;2.40024683565012e-06;1.43276746898901e-08;closeness
non-mobile;2001;both;2.35555391111049e-06;1.28645274698601e-08;closeness
non-mobile;2002;both;2.30826529603033e-06;1.14487700217348e-08;closeness
non-mobile;2003;both;2.25945223920625e-06;1.01311038901616e-08;closeness
non-mobile;2004;both;2.20586054126679e-06;9.17269502733213e-09;closeness
non-mobile;2005;both;2.05886928451248e-06;8.43485671296595e-09;closeness
non-mobile;2006;both;1.9396296842375e-06;7.41342803677404e-09;closeness
non-mobile;2007;both;1.8253096452035e-06;6.50293222129085e-09;closeness
non-mobile;2008;both;1.70554606340016e-06;5.71756706151834e-09;closeness
non-mobile;2009;both;1.58517235444087e-06;5.04271843026072e-09;closeness
non-mobile;2010;both;1.48556194337324e-06;4.5890648766153e-09;closeness
non-mobile;2011;both;1.39239915806787e-06;4.14838362189104e-09;closeness
non-mobile;2012;both;1.30437056498572e-06;3.71153761962407e-09;closeness
non-mobile;2013;both;1.21742098520404e-06;3.48171639376065e-09;closeness
non-mobile;2014;both;1.14730379395511e-06;3.38235939520172e-09;closeness
non-mobile;2015;both;1.08296058158637e-06;3.22614531066725e-09;closeness
mobile;2000;male;2.37008890781379e-06;1.95479978597942e-08;closeness
mobile;2001;male;2.32818443722431e-06;1.72810716414649e-08;closeness
mobile;2002;male;2.32390488712127e-06;1.55668064440598e-08;closeness
mobile;2003;male;2.30100311605453e-06;1.35843895761849e-08;closeness
mobile;2004;male;2.25710570415461e-06;1.24460509618249e-08;closeness
mobile;2005;male;2.13429762711843e-06;1.15612872547605e-08;closeness
mobile;2006;male;2.02106384157572e-06;1.00187436517182e-08;closeness
mobile;2007;male;1.90563826765609e-06;8.80327176107387e-09;closeness
mobile;2008;male;1.78379033541491e-06;7.67802637857291e-09;closeness
mobile;2009;male;1.66732274055373e-06;6.82504632522957e-09;closeness
mobile;2010;male;1.56937841405955e-06;6.08005921069564e-09;closeness
mobile;2011;male;1.4699025220131e-06;5.58020544912969e-09;closeness
mobile;2012;male;1.37497198552146e-06;5.2497927404506e-09;closeness
mobile;2013;male;1.27443411970493e-06;4.7729558815985e-09;closeness
mobile;2014;male;1.19665797042325e-06;4.51822025749278e-09;closeness
mobile;2015;male;1.11875605510348e-06;4.15562662057308e-09;closeness
non-mobile;2000;male;2.36515140206953e-06;1.76472651248182e-08;closeness
non-mobile;2001;male;2.319678333929e-06;1.58744528045957e-08;closeness
non-mobile;2002;male;2.27258091861067e-06;1.42764172971437e-08;closeness
non-mobile;2003;male;2.21699073237907e-06;1.25795217732443e-08;closeness
non-mobile;2004;male;2.16433370739247e-06;1.13598465582563e-08;closeness
non-mobile;2005;male;2.01850396009873e-06;1.0440166303079e-08;closeness
non-mobile;2006;male;1.89918129113221e-06;9.22354925315923e-09;closeness
non-mobile;2007;male;1.78317969662253e-06;8.00618547125221e-09;closeness
non-mobile;2008;male;1.66557681510755e-06;7.06569999414126e-09;closeness
non-mobile;2009;male;1.54794738311243e-06;6.24248218587223e-09;closeness
non-mobile;2010;male;1.44981934734783e-06;5.6473606420689e-09;closeness
non-mobile;2011;male;1.35562400602271e-06;5.08004428612965e-09;closeness
non-mobile;2012;male;1.27017937201706e-06;4.5799982301198e-09;closeness
non-mobile;2013;male;1.18460147080442e-06;4.21658622776417e-09;closeness
non-mobile;2014;male;1.11722802994433e-06;4.1051937729665e-09;closeness
non-mobile;2015;male;1.05181131506353e-06;3.83785135824789e-09;closeness
mobile;2000;female;2.26305462510953e-06;2.66960724908966e-08;closeness
mobile;2001;female;2.28857657818893e-06;2.41314375433994e-08;closeness
mobile;2002;female;2.31278213931251e-06;2.21857501009692e-08;closeness
mobile;2003;female;2.29498462674342e-06;1.953325850813e-08;closeness
mobile;2004;female;2.25978898649082e-06;1.76767257621088e-08;closeness
mobile;2005;female;2.15633250709727e-06;1.69735459835159e-08;closeness
mobile;2006;female;2.0282762260202e-06;1.4484753170225e-08;closeness
mobile;2007;female;1.91568929522052e-06;1.25634863496027e-08;closeness
mobile;2008;female;1.80504682227051e-06;1.11389295838063e-08;closeness
mobile;2009;female;1.69566391381986e-06;9.96385230117813e-09;closeness
mobile;2010;female;1.59946348887303e-06;8.85935849486612e-09;closeness
mobile;2011;female;1.5059748994987e-06;8.12338825341375e-09;closeness
mobile;2012;female;1.41300156765906e-06;7.55293937768574e-09;closeness
mobile;2013;female;1.31190894284053e-06;7.02060513048589e-09;closeness
mobile;2014;female;1.22975483369853e-06;6.76525589819548e-09;closeness
mobile;2015;female;1.15497674587759e-06;6.25785520563119e-09;closeness
non-mobile;2000;female;2.46336064860832e-06;2.44945001891099e-08;closeness
non-mobile;2001;female;2.42007069397915e-06;2.19224010135567e-08;closeness
non-mobile;2002;female;2.3724382351343e-06;1.91537235403149e-08;closeness
non-mobile;2003;female;2.33581281738975e-06;1.70704503514843e-08;closeness
non-mobile;2004;female;2.280540251944e-06;1.55233763177277e-08;closeness
non-mobile;2005;female;2.13146019663773e-06;1.42867162206339e-08;closeness
non-mobile;2006;female;2.01236998280212e-06;1.24382727366306e-08;closeness
non-mobile;2007;female;1.90107396618196e-06;1.11029298913014e-08;closeness
non-mobile;2008;female;1.77742469271037e-06;9.69626755094888e-09;closeness
non-mobile;2009;female;1.65211581796592e-06;8.52366573265051e-09;closeness
non-mobile;2010;female;1.54983957980728e-06;7.83294034638447e-09;closeness
non-mobile;2011;female;1.4585336898541e-06;7.13161398128909e-09;closeness
non-mobile;2012;female;1.36585823838593e-06;6.29712466592248e-09;closeness
non-mobile;2013;female;1.27644190279548e-06;6.08906334958551e-09;closeness
non-mobile;2014;female;1.20139049272727e-06;5.89834068613654e-09;closeness
non-mobile;2015;female;1.13897781176515e-06;5.79243667757839e-09;closeness
mobile;2000;both;5.90292562785914;0.191488889523418;KCORE
mobile;2001;both;6.99665356068282;0.204295601719983;KCORE
mobile;2002;both;7.92004822033145;0.210125261211645;KCORE
mobile;2003;both;9.30362676846426;0.252495513746989;KCORE
mobile;2004;both;10.639257270699;0.279725997009644;KCORE
mobile;2005;both;11.2510711337226;0.265803044772607;KCORE
mobile;2006;both;12.3000513625678;0.327742592208864;KCORE
mobile;2007;both;13.4249048565205;0.361329050545519;KCORE
mobile;2008;both;17.2669670247767;0.63907073361547;KCORE
mobile;2009;both;18.1942402463469;0.634879837119751;KCORE
mobile;2010;both;20.2751989076201;0.735503046591684;KCORE
mobile;2011;both;21.6602703262167;0.780509916527539;KCORE
mobile;2012;both;24.5409216078395;0.899803223685964;KCORE
mobile;2013;both;25.1244642938061;0.906462573358671;KCORE
mobile;2014;both;27.3453180499702;0.939958696633371;KCORE
mobile;2015;both;27.7567022735607;0.974322211729165;KCORE
non-mobile;2000;both;4.98610237842571;0.108056614596881;KCORE
non-mobile;2001;both;5.6360267166689;0.113672090867016;KCORE
non-mobile;2002;both;6.27643773852672;0.11475316034979;KCORE
non-mobile;2003;both;7.03508980942811;0.122787243291675;KCORE
non-mobile;2004;both;8.17418636251857;0.180525026329968;KCORE
non-mobile;2005;both;8.48635223630169;0.171361172978966;KCORE
non-mobile;2006;both;8.82825316613224;0.168233147801621;KCORE
non-mobile;2007;both;9.58340932209591;0.186343186258445;KCORE
non-mobile;2008;both;10.7584892042326;0.264781905793151;KCORE
non-mobile;2009;both;10.7720771900352;0.234263863650098;KCORE
non-mobile;2010;both;11.3576276942255;0.255602359871839;KCORE
non-mobile;2011;both;11.9927483821886;0.259165461570814;KCORE
non-mobile;2012;both;13.3275870247408;0.311272926916924;KCORE
non-mobile;2013;both;13.8209010136945;0.319919258474202;KCORE
non-mobile;2014;both;14.4850584985683;0.339475556247224;KCORE
non-mobile;2015;both;13.7338485793019;0.251542467224156;KCORE
mobile;2000;male;6.24808983135164;0.265661369651598;KCORE
mobile;2001;male;7.44349810861288;0.283294157893384;KCORE
mobile;2002;male;8.38515023131973;0.290832150350795;KCORE
mobile;2003;male;9.7027482050595;0.329219066197519;KCORE
mobile;2004;male;10.9945392632773;0.3597053944055;KCORE
mobile;2005;male;11.5273370387684;0.335278814190233;KCORE
mobile;2006;male;12.4732173896098;0.393759145949533;KCORE
mobile;2007;male;13.7231660795513;0.447654541952982;KCORE
mobile;2008;male;18.0126544994302;0.800384085645554;KCORE
mobile;2009;male;19.030268944882;0.797397267211235;KCORE
mobile;2010;male;21.4159878337514;0.929622403020473;KCORE
mobile;2011;male;22.8062760806503;0.994357835842637;KCORE
mobile;2012;male;26.1280618792948;1.15944798917842;KCORE
mobile;2013;male;26.8601028923326;1.174218875169;KCORE
mobile;2014;male;29.2237968147189;1.21962269263386;KCORE
mobile;2015;male;29.6972962085531;1.26498528673311;KCORE
non-mobile;2000;male;5.05653255962784;0.155042018349574;KCORE
non-mobile;2001;male;5.72243711490502;0.163308378846515;KCORE
non-mobile;2002;male;6.34618809423366;0.163905624959429;KCORE
non-mobile;2003;male;7.10813947648607;0.174748172473614;KCORE
non-mobile;2004;male;8.39993838911846;0.261941849150758;KCORE
non-mobile;2005;male;8.66890382112313;0.249126983260113;KCORE
non-mobile;2006;male;9.00633081085531;0.245454858893007;KCORE
non-mobile;2007;male;9.58311000074876;0.255006644190635;KCORE
non-mobile;2008;male;10.940938468109;0.368962195863821;KCORE
non-mobile;2009;male;10.7708591105318;0.315947216100731;KCORE
non-mobile;2010;male;11.3449557369187;0.344347356126355;KCORE
non-mobile;2011;male;11.9278546459935;0.347044928931784;KCORE
non-mobile;2012;male;13.3415067857496;0.416522506058542;KCORE
non-mobile;2013;male;13.6373486332065;0.414823826980687;KCORE
non-mobile;2014;male;14.4032021351911;0.444865906039677;KCORE
non-mobile;2015;male;13.6649742778775;0.342403884266285;KCORE
mobile;2000;female;5.08106962587285;0.137628080875647;KCORE
mobile;2001;female;5.93269075702218;0.148094325236713;KCORE
mobile;2002;female;6.8126133374586;0.158110031628001;KCORE
mobile;2003;female;8.3532954627606;0.337923882385248;KCORE
mobile;2004;female;9.7933102256587;0.40103462235568;KCORE
mobile;2005;female;10.593265979223;0.412665724447409;KCORE
mobile;2006;female;11.8877330015541;0.590686754790697;KCORE
mobile;2007;female;12.7147275732818;0.596930596164619;KCORE
mobile;2008;female;15.4914418676228;1.01807027448701;KCORE
mobile;2009;female;16.2036073916893;1.00117565444002;KCORE
mobile;2010;female;17.5589142626484;1.13291877472567;KCORE
mobile;2011;female;18.9315641102705;1.16506208758737;KCORE
mobile;2012;female;20.7618485032379;1.27743889911082;KCORE
mobile;2013;female;20.9918080535451;1.25437712704949;KCORE
mobile;2014;female;22.8725510834327;1.28988472764444;KCORE
mobile;2015;female;23.1360354814831;1.33288765940798;KCORE
non-mobile;2000;female;4.85944438251305;0.117018387694241;KCORE
non-mobile;2001;female;5.48063072478309;0.122196853542801;KCORE
non-mobile;2002;female;6.15100230563067;0.127415525855935;KCORE
non-mobile;2003;female;6.90372106560655;0.138939444766203;KCORE
non-mobile;2004;female;7.76820559157176;0.182445011939202;KCORE
non-mobile;2005;female;8.15806090594425;0.170941333146214;KCORE
non-mobile;2006;female;8.50800753829919;0.163635510911097;KCORE
non-mobile;2007;female;9.58394760612864;0.248220020696204;KCORE
non-mobile;2008;female;10.4303818825717;0.329768166250372;KCORE
non-mobile;2009;female;10.774267721227;0.32699363023519;KCORE
non-mobile;2010;female;11.380416286976;0.357959314604631;KCORE
non-mobile;2011;female;12.1094499216914;0.36941186653412;KCORE
non-mobile;2012;female;13.3025544463367;0.444594148526229;KCORE
non-mobile;2013;female;14.1509921232272;0.494932649535662;KCORE
non-mobile;2014;female;14.632264749654;0.512272875814711;KCORE
non-mobile;2015;female;13.8577085614771;0.341066123965445;KCORE
mobile;2000;both;0.810776202513811;0.00202622637100808;TRANSITIVITY
mobile;2001;both;0.760804990520837;0.00179104227833615;TRANSITIVITY
mobile;2002;both;0.717753835856393;0.00160822151139486;TRANSITIVITY
mobile;2003;both;0.679708666336791;0.00146581918860453;TRANSITIVITY
mobile;2004;both;0.647563653575238;0.00134891655740649;TRANSITIVITY
mobile;2005;both;0.641486826480761;0.00135311875972196;TRANSITIVITY
mobile;2006;both;0.626228646406859;0.00129864685285786;TRANSITIVITY
mobile;2007;both;0.615456572895887;0.00126347849717298;TRANSITIVITY
mobile;2008;both;0.60395661765182;0.0012325783474366;TRANSITIVITY
mobile;2009;both;0.599220981465991;0.00121520703665338;TRANSITIVITY
mobile;2010;both;0.596442080637731;0.00119940035868098;TRANSITIVITY
mobile;2011;both;0.593581822774141;0.00119361613800261;TRANSITIVITY
mobile;2012;both;0.596012391410614;0.00118732583378564;TRANSITIVITY
mobile;2013;both;0.597649639094737;0.00117718386776708;TRANSITIVITY
mobile;2014;both;0.598838586896428;0.0011851046126063;TRANSITIVITY
mobile;2015;both;0.574468059888353;0.0011737114319817;TRANSITIVITY
non-mobile;2000;both;0.817067946962502;0.0016658879888156;TRANSITIVITY
non-mobile;2001;both;0.774157239588142;0.00151421570946243;TRANSITIVITY
non-mobile;2002;both;0.734688717601424;0.00138484926768615;TRANSITIVITY
non-mobile;2003;both;0.69920553327484;0.00127353644157348;TRANSITIVITY
non-mobile;2004;both;0.669569932375254;0.00116674778260768;TRANSITIVITY
non-mobile;2005;both;0.679241658891358;0.00118726828434988;TRANSITIVITY
non-mobile;2006;both;0.666795402592921;0.00114115003418453;TRANSITIVITY
non-mobile;2007;both;0.658122189816112;0.00110880862852612;TRANSITIVITY
non-mobile;2008;both;0.6505297071239;0.0010761771057138;TRANSITIVITY
non-mobile;2009;both;0.645269953029024;0.00106486587249862;TRANSITIVITY
non-mobile;2010;both;0.641561349698848;0.00106043929499975;TRANSITIVITY
non-mobile;2011;both;0.636775406643881;0.00105395629716661;TRANSITIVITY
non-mobile;2012;both;0.638141133444711;0.001039483112225;TRANSITIVITY
non-mobile;2013;both;0.640569995333612;0.00103426275010341;TRANSITIVITY
non-mobile;2014;both;0.641339419641546;0.00104308458613242;TRANSITIVITY
non-mobile;2015;both;0.614104869702696;0.00103912062039272;TRANSITIVITY
mobile;2000;male;0.802747975227036;0.00246414262715475;TRANSITIVITY
mobile;2001;male;0.754740078324065;0.00216774884586791;TRANSITIVITY
mobile;2002;male;0.713044440385474;0.00193853087007883;TRANSITIVITY
mobile;2003;male;0.675368872263764;0.00176709221125835;TRANSITIVITY
mobile;2004;male;0.642186909020424;0.00162577497076591;TRANSITIVITY
mobile;2005;male;0.634549026265146;0.00163353338412763;TRANSITIVITY
mobile;2006;male;0.618434914691424;0.00156159824909632;TRANSITIVITY
mobile;2007;male;0.606945297883612;0.00151380684483854;TRANSITIVITY
mobile;2008;male;0.595201109550583;0.00147443663470712;TRANSITIVITY
mobile;2009;male;0.590494418992774;0.00145280897814858;TRANSITIVITY
mobile;2010;male;0.587684426045244;0.00143492566922961;TRANSITIVITY
mobile;2011;male;0.584965516699529;0.00142417002979808;TRANSITIVITY
mobile;2012;male;0.588184825887738;0.00141923120995436;TRANSITIVITY
mobile;2013;male;0.589393522653997;0.00140746753209153;TRANSITIVITY
mobile;2014;male;0.590244542053306;0.00141689599015676;TRANSITIVITY
mobile;2015;male;0.564810603787218;0.00140473081128433;TRANSITIVITY
non-mobile;2000;male;0.806631253501134;0.00212363994660056;TRANSITIVITY
non-mobile;2001;male;0.766129753728391;0.00192576218074156;TRANSITIVITY
non-mobile;2002;male;0.729106909418858;0.00175024764608298;TRANSITIVITY
non-mobile;2003;male;0.692993338267696;0.00160937318141633;TRANSITIVITY
non-mobile;2004;male;0.662888526785275;0.00147490321888377;TRANSITIVITY
non-mobile;2005;male;0.673143689346498;0.00149329277703241;TRANSITIVITY
non-mobile;2006;male;0.659602323708112;0.00143817870893332;TRANSITIVITY
non-mobile;2007;male;0.650649828385072;0.00139447137756898;TRANSITIVITY
non-mobile;2008;male;0.64175156691228;0.00135730333298221;TRANSITIVITY
non-mobile;2009;male;0.637157604045469;0.00134216254382085;TRANSITIVITY
non-mobile;2010;male;0.633062954370121;0.0013361711549379;TRANSITIVITY
non-mobile;2011;male;0.628569536591837;0.00132734631690656;TRANSITIVITY
non-mobile;2012;male;0.630409314214321;0.00131339143841968;TRANSITIVITY
non-mobile;2013;male;0.633053615214398;0.00130102686771132;TRANSITIVITY
non-mobile;2014;male;0.633792248897379;0.00131613941451799;TRANSITIVITY
non-mobile;2015;male;0.604493208524391;0.00131182710365965;TRANSITIVITY
mobile;2000;female;0.829891877645195;0.0035283733066239;TRANSITIVITY
mobile;2001;female;0.775245898471318;0.00316159482108239;TRANSITIVITY
mobile;2002;female;0.728967179807877;0.00287075701753835;TRANSITIVITY
mobile;2003;female;0.690041967908078;0.00261567859886881;TRANSITIVITY
mobile;2004;female;0.66036599442869;0.00240602400465956;TRANSITIVITY
mobile;2005;female;0.658006131466885;0.00239944022303839;TRANSITIVITY
mobile;2006;female;0.644785973972665;0.00232319511510948;TRANSITIVITY
mobile;2007;female;0.635722412697973;0.00227803430467011;TRANSITIVITY
mobile;2008;female;0.624803990614115;0.00222951688552597;TRANSITIVITY
mobile;2009;female;0.619999433207954;0.00220092046086761;TRANSITIVITY
mobile;2010;female;0.617294564520274;0.00216794810381175;TRANSITIVITY
mobile;2011;female;0.614097747631698;0.00217219185614055;TRANSITIVITY
mobile;2012;female;0.614650279235668;0.00215383643703621;TRANSITIVITY
mobile;2013;female;0.617307931528492;0.00213234740018232;TRANSITIVITY
mobile;2014;female;0.619301506469756;0.00214580565576503;TRANSITIVITY
mobile;2015;female;0.59746302338783;0.00211509124073487;TRANSITIVITY
non-mobile;2000;female;0.835836756799552;0.00266674180936902;TRANSITIVITY
non-mobile;2001;female;0.788593455055136;0.00243728501115093;TRANSITIVITY
non-mobile;2002;female;0.744726752800335;0.00225852175818823;TRANSITIVITY
non-mobile;2003;female;0.710377223541622;0.0020764988120594;TRANSITIVITY
non-mobile;2004;female;0.681585426691218;0.00190012342866767;TRANSITIVITY
non-mobile;2005;female;0.690207931993395;0.00195311593895125;TRANSITIVITY
non-mobile;2006;female;0.679731063703559;0.00186855647229607;TRANSITIVITY
non-mobile;2007;female;0.671560098216125;0.00182228764563565;TRANSITIVITY
non-mobile;2008;female;0.666315860560781;0.00175676378850659;TRANSITIVITY
non-mobile;2009;female;0.659858781949573;0.00174138847192048;TRANSITIVITY
non-mobile;2010;female;0.656844424404007;0.00173452009055521;TRANSITIVITY
non-mobile;2011;female;0.651532419018005;0.00172592951053403;TRANSITIVITY
non-mobile;2012;female;0.652045637334452;0.0016921039167;TRANSITIVITY
non-mobile;2013;female;0.65408706466622;0.00169825246872165;TRANSITIVITY
non-mobile;2014;female;0.654911861241879;0.00170279326965143;TRANSITIVITY
non-mobile;2015;female;0.631389984144497;0.00169113185401135;TRANSITIVITY
